User Type,Username,Date,Text
,blondie112,2012-11-08T10:13Z,"This is Photoshop's version  of Lorem Ipsum. Proin gravida nibh vel velit auctor aliquet. Aenean sollicitudin, lorem quis bibendum auctor, nisi elit consequat ipsum, nec sagittis sem nibh id elit. Duis sed odio sit amet nibh vulputate cursus a sit amet mauris. Morbi accumsan ipsum velit. Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non  mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Mauris in erat justo. Nullam ac urna eu felis dapibus condimentum sit amet a augue. Sed non neque elit. Sed ut imperdiet nisi. Proin condimentum fermentum nunc. Etiam pharetra, erat sed fermentum feugiat, velit mauris egestas quam, ut aliquam massa nisl quis neque. Suspendisse in orci enim."
,sorasbestfriend,2012-11-08T14:40Z,"Ladies and gents, behold the glorious americans telling middle easterns and other third worlders to gtfo of a swedish website. So much butthurt, and all of my lols."
,FamilyGuyFan,2012-11-08T16:40Z,"See, that's why I can't stand it when we Americans get baited into arguments. Not all Americans are faggoty, whiny, spoiled little bitches. Stop holding all of us responsible for the actions and words of a few. Just talk about the download quality. I swear to christ if I came across half of the idiots in here I'd kick them in the throat just on principle alone."
,SporkeltonSC,2012-11-08T18:02Z,"Yea, all of us Americans are to blame. Please come bomb us all, because i remember signing off on all those wars. I'm sure all your fucking governments are corrupt, you just don't have the population or political power to be as corrupt as our asshole leaders. Why don't we stop bitching at each other (we being normal citizens of our countries)  and use our power our communication for a better cause. Until then you are all just doing the same thing our Leaders do, attacking each other for no reason."
,Oss279,2012-11-08T21:26Z,Cheap ass Indian cunts cant even pronounce the arabic words properly.. .and they forgot to tell at the end how the f all seal team six got killed in a helicopter crash in Afghanistan
,Instynction,2012-11-08T23:15Z,Most of the movies on here are American so gtfo you dumb cunts. 
,schizoLur,2012-11-08T23:19Z,"its pretty obvious oss.
I'm not a big fan of foaming at the mouth conspiracy theorists and I'm not an ERMAGERD ERBAMA ERS THE DEVERL MKAYYY!!! fan either,but thw whole thing comes across like a 3rd rate action flick,
and Bin Lorry's body getting dumped in the sea so quickly(not really him)coupled with seal team 6's chopper crash(biggest ever loss of special forces,possibly worried they'd talk about how it was all bullshit)is all a bit much."
,thechronic_13,2012-11-09T04:01Z,"what a stupid bullshit, propagandistic movie this is! "
,thechronic_13,2012-11-09T04:03Z,killing an unarmed person is terrorism...the seal team six shoot and killed osama who was unarmed..not only is it illegal but its also terroristic. More proof that americans are terrorists lol
,chedderz66,2012-11-09T07:32Z,America says fuck ya'll bitches! lol  
,Geofizz,2012-11-09T08:34Z,"BAAHAAA,i havent laughed so hard for sometime,thank god for americans and giving me so much enjoyment reading your comments its been a blast,who cares about the movie i give this blog a 9/10"
,firestormthunder,2012-11-09T08:44Z,"""Justice has been served"".I'm sure that at some level Bin Laden was guilty as hell but..... ! Too bad that the real persons who masterminded the 9/11 are alive and kicking ! Too all the ignorants ,just watch Zeitgeist !"
,theq88,2012-11-09T15:41Z,Another American fairy tale...
,bitchbaby,2012-11-09T16:27Z,thanks 
,marshal_law,2012-11-09T22:10Z,"Well I'm from New Zealand I got nothing wrong with the Americans I aint even met one before oh wait yip I have and she was um very flexible. k im gonna download this movie now, you know everyone is gonna like it anyway unless your one of those blow yourself up kinda people."
,TARZ3N,2012-11-10T00:14Z,"I served and nothing is as it seems. I'm no better than anyone, I bought into the hype, became what I was trained to be. To all those who suffered, I am sorry, not because now we suffer too but because now I see the truth. There is one thing that binds us all and that there is only one God. Everything else is secondary. Let innocent and the ignorant R.I.P. God bless us All."
,tdawg2345,2012-11-10T05:08Z,"reading these comments makes me wonder how people even know how to operate a computer

the world wouldn't know what to do with itself if America fell.. economies would fail, total anarchy would ensue "
,bobsgurl,2012-11-10T05:14Z,HAHA America ROCKS!!! And all others are cunts!!!
,FTHM,2012-11-10T06:21Z,"If arabs are ""sand niggers"".... is Obama a ""Tamed nigger""?

Good movie :)"
,Ezudin,2012-11-10T09:00Z,damm who UPLOAD this film !!! Boycott a NGEO
,motoboy420,2012-11-10T15:34Z,@sd21ck r u so stuck up ur ass that u beleive that statement.  how bout canada n the british buddy. n if ya wanna go that route u americans got man handled in veitnam NUFF SAID. next time before u open ur un imformed little mouth and throw ur retardedness all over us on tpb atleast do some research. 
,insanityensue,2012-11-10T15:42Z,"@gocubs94

Terrorist -
1. a person, usually a member of a group, who uses or advocates terrorism.
2. a person who terrorizes  or frightens others.

Terrorism -
1. the use of violence and threats to intimidate or coerce, especially for political purposes.
2. the state of fear and submission produced by terrorism or terrorization.
3. a terroristic method of governing or of resisting a government. 

Learn, research then spew crap. There are terrorists in all countries around the world, most of the ones that make the news are Muslim. I know that they are mostly on our news because the US Gov wants us to live in fear so we do what they want. 

Government leaders are the biggest terrorists in the world - PROVEN FACT!!"
,beggz,2012-11-10T22:32Z,"Aww tdawg2345 is right The worlds gonna crumble without the US tdwags boys taking care of us all out here in the 3rd world. Thank fuck for YOu and your honorable wars and all that murdering of innocent people. Thankfuck for the raping and pillaging of other countries resources that you have every right to claim and well thankfuck for Glee. 
P.s Most of all thank the great Lord for your fine self Tdawg and America we salute you"
,stupidbikerboy,2012-11-11T01:18Z,"The bigotry here is amazing, from us americans and everyone else as well. We are all human. Those of you judging us americans  as a group by our government or the actions of a few are just as bad. You shouldnt assume we are all bad, that makes you a bigot. I hate that our government acts as the police of the world and forces our beliefs on everyone. I hate that we were once known for our religious freedom, but now so many here have so intolerant of other beliefs. We are not all bad, just as others arent either. I defend the people of the middle east and other countries daily because I despise people judging others they dont know based on their own ignorance. And you are doing the same. Judging americans because of your own ignorance. The bigotry in here from all over is apalling"
,stupidbikerboy,2012-11-11T01:29Z,I love how everyone talks so big and bad behind a computer lol. Sadly the other americans on here are making us look worse than those talking bad about us out of ignorance. I swear. No wonder so many hate us. Fucking idiots. now talk some shit about me if it makes you feel better about yourself. fucking pathetic
,cbx1026,2012-11-11T05:19Z,"I don't see how your opinion even matters on the subject of USA VS anyone due to the fact that chances are none of you have even served in any military AT WAR WITH AFGHANISTAN. As someone who has been there myself 3 times on COMBAT tours I would know what is just and what is not. Never forget you British fags that your queen and country fight there as well and that USA is only a country because you lost that war. As for you POS so called Americans sympathizing with a bunch of third world trash, never forget all the people in the world police that gave their life so that you can beat off to anime all day. "
,Jason310M,2012-11-11T05:42Z,"Political arguments on tpb, great comedy. Thanks for the laughs, dipshits."
,TWEETY2455,2012-11-11T10:09Z," Sign on the wall of the American Army Green Beret headquarters:
""If you kill for joy, you are a sadist.
If you kill for money, you are a mercenary.
If you kill for both of the above, you are a Green Beret."" "
,beno,2012-11-11T13:24Z,If you have any interest and knowledge whatsoever about Devgru (Seal Team 6) this movie is clusterfuck! It is so bad I can't believe I wasted time watching this shit!!! They could at least spent one day researching anything about Devgru and the raid! Everything is so inaccurate! From the gear they use to tactics and even the raid is just unbelivably bad. The only thing that amazingly made it in there is the pointman calling Kahlids name to get him to look out. Aaaaaahhhhh! So fucking horrible!!!
,beggz,2012-11-11T18:32Z,"Oh dear cbx1026's, did your care worker let you play on the internet again?
I think there's more chance of you being hetro than you serving in the Ghan. Fortunately for the world there's enough people serving with the military and not, that are allowed opinions and can think for themselves.  
"
,jafdu,2012-11-11T23:39Z,all of you camel f@3kers need to shut your mouths about americans...you are all gay and probably wanna suckanigga di#k....you are just jealous that you gotta sit around and do your ugly wifes dirty ass...screw you
,John_Bonham,2012-11-12T06:47Z,it's all business....war pigs!!! 
,james_phil,2012-11-13T03:29Z,You guys who does not like D movie U should behave like mature individual R else shut D FUCK up U FUCKING RETARD. Go sit in a corner and play with your little TOY
,007demon,2012-11-14T09:54Z,Rubbish Movie! enough said..
,Coffeeman2cups,2012-11-17T21:10Z,the pig is dead  that's all that matter's
,86ETA,2012-11-18T00:45Z,American retards 
,tehhell1,2012-11-20T01:25Z,The rest of the world hates the USA because their military acts like all the comments that are posted here.
,jgibbs99,2012-11-24T04:07Z,"A = 7
V = 7
M = 8"
,Plasmadude,2012-11-24T19:32Z,"This is garbage.
Why did they not show Bin Laden  dead or alive?
This was a show.
Interestingly a chopper with  33 of the SEAL  heros that ""got bin Laden"" was shot down
With that got rid of many witnessses of this bogus charade.  I pity all you stupid mother-fuckers who think bin Laden was responsible for 911."
